Päivämäärä,Mittausverkko,Mittauspaikka,Komponentti,Pitoisuus
16.04.2021,Tampereen verkko,Tampere Epila 2,PM10 24h,83
16.04.2021,Vaasan verkko,Vaasa keskusta Vaasanpuistikko,PM10 24h,73
16.04.2021,Varkauden verkko,Varkaus Psaari 2,PM10 24h,83
15.04.2021,Helsingin seudun verkko (HSY),Espoo Matinkylä,PM10 24h,108
15.04.2021,Helsingin seudun verkko (HSY),Helsinki Töölöntulli,PM10 24h,87
15.04.2021,Lahden verkko,Hollola Kansankatu siirrettävä,PM10 24h,54
15.04.2021,Joensuun verkko,Joensuu Koskikatu 1,PM10 24h,56
15.04.2021,Jyväskylän verkko,Jyväskylä Hannikaisenkatu,PM10 24h,80
15.04.2021,Jämsän verkko,Jämsä Seppolantie,PM10 24h,59
15.04.2021,Kuopion verkko,Kuopio Maaherrankatu,PM10 24h,57
15.04.2021,Kuopion verkko,Kuopio Savilahti KYS,PM10 24h,64
15.04.2021,Etelä-Savon verkko,Mikkeli Porrassalmenkatu,PM10 24h,65
15.04.2021,Tampereen verkko,Tampere Epila 2,PM10 24h,90
15.04.2021,Tampereen verkko,Tampere Pirkankatu,PM10 24h,58
15.04.2021,Varkauden verkko,Varkaus Psaari 2,PM10 24h,92
14.04.2021,Helsingin seudun verkko (HSY),Espoo Matinkylä,PM10 24h,64
14.04.2021,Helsingin seudun verkko (HSY),Helsinki Mäkelänkatu,PM10 24h,54
14.04.2021,Lahden verkko,Hollola Kansankatu siirrettävä,PM10 24h,59
14.04.2021,Jämsän verkko,Jämsä Seppolantie,PM10 24h,54
14.04.2021,Kuopion verkko,Kuopio Niirala,PM10 24h,64
14.04.2021,Tampereen verkko,Tampere Epila 2,PM10 24h,52
14.04.2021,Tampereen verkko,Tampere Pirkankatu,PM10 24h,57
14.04.2021,Varkauden verkko,Varkaus Psaari 2,PM10 24h,87
13.04.2021,Helsingin seudun verkko (HSY),Helsinki Mäkelänkatu,PM10 24h,75
13.04.2021,Kuopion verkko,Kuopio Savilahti KYS,PM10 24h,74
12.04.2021,Helsingin seudun verkko (HSY),Espoo Leppävaara Läkkisepänkuja,PM10 24h,80
12.04.2021,Helsingin seudun verkko (HSY),Espoo Matinkylä,PM10 24h,82
12.04.2021,Helsingin seudun verkko (HSY),Helsinki Mäkelänkatu,PM10 24h,84
12.04.2021,Helsingin seudun verkko (HSY),Helsinki Töölöntulli,PM10 24h,62
12.04.2021,Etelä-Karjalan verkko,Imatra Mansikkala,PM10 24h,57
12.04.2021,Kuopion verkko,Kuopio Savilahti KYS,PM10 24h,54
12.04.2021,Kuopion verkko,Kuopio Tasavallankatu,PM10 24h,54
12.04.2021,Lahden verkko,Lahti Laune Pohjoinen Liipolankatu,PM10 24h,58
12.04.2021,Lahden verkko,Lahti Saimaankatu,PM10 24h,51
12.04.2021,Helsingin seudun verkko (HSY),Vantaa Tikkurila Neilikkatie,PM10 24h,51
08.04.2021,Helsingin seudun verkko (HSY),Helsinki Mäkelänkatu,PM10 24h,62
08.04.2021,Helsingin seudun verkko (HSY),Helsinki Töölöntulli,PM10 24h,60
08.04.2021,Etelä-Karjalan verkko,Imatra Mansikkala,PM10 24h,64
08.04.2021,Lahden verkko,Lahti Saimaankatu,PM10 24h,54
08.04.2021,Raahen verkko,Raahe keskusta,PM10 24h,55
08.04.2021,Varkauden verkko,Varkaus Psaari 2,PM10 24h,73
07.04.2021,Etelä-Karjalan verkko,Lappeenranta Lauritsala,PM10 24h,55
04.04.2021,Lahden verkko,Lahti Laune Pohjoinen Liipolankatu,PM10 24h,52
03.04.2021,Helsingin seudun verkko (HSY),Helsinki Töölöntulli,PM10 24h,55
01.04.2021,Helsingin seudun verkko (HSY),Helsinki Mäkelänkatu,PM10 24h,69
01.04.2021,Helsingin seudun verkko (HSY),Helsinki Töölöntulli,PM10 24h,80
01.04.2021,Lahden verkko,Hollola Kansankatu siirrettävä,PM10 24h,112
01.04.2021,Kemin verkko,Kemi Keskusta,PM10 24h,55
01.04.2021,Lahden verkko,Lahti Laune Pohjoinen Liipolankatu,PM10 24h,63
01.04.2021,Lahden verkko,Lahti Saimaankatu,PM10 24h,111
01.04.2021,Etelä-Savon verkko,Mikkeli Porrassalmenkatu,PM10 24h,55
01.04.2021,Varkauden verkko,Varkaus Psaari 2,PM10 24h,96
31.03.2021,Helsingin seudun verkko (HSY),Helsinki Mäkelänkatu,PM10 24h,64
31.03.2021,Helsingin seudun verkko (HSY),Helsinki Töölöntulli,PM10 24h,62
31.03.2021,Lahden verkko,Hollola Kansankatu siirrettävä,PM10 24h,55
31.03.2021,Kouvolan verkko,Kouvola Kankaan Koulu,PM10 24h,66
31.03.2021,Lahden verkko,Lahti Laune Pohjoinen Liipolankatu,PM10 24h,65
31.03.2021,Lahden verkko,Lahti Saimaankatu,PM10 24h,83
31.03.2021,Varkauden verkko,Varkaus Psaari 2,PM10 24h,79
27.03.2021,Helsingin seudun verkko (HSY),Helsinki Töölöntulli,PM10 24h,56
26.03.2021,Pietarsaaren seudun verkko,Pietarsaari Bottenviksvägen,PM10 24h,71
23.03.2021,Helsingin seudun verkko (HSY),Espoo Leppävaara Läkkisepänkuja,PM10 24h,55
23.03.2021,Helsingin seudun verkko (HSY),Helsinki Mäkelänkatu,PM10 24h,65
23.03.2021,Kuopion verkko,Kuopio Tasavallankatu,PM10 24h,58
23.03.2021,Porin verkko,Pori Paanakedonkatu,PM10 24h,56
22.03.2021,Helsingin seudun verkko (HSY),Espoo Leppävaara Läkkisepänkuja,PM10 24h,67
22.03.2021,Helsingin seudun verkko (HSY),Espoo Matinkylä,PM10 24h,121
22.03.2021,Helsingin seudun verkko (HSY),Helsinki Mannerheimintie,PM10 24h,70
22.03.2021,Helsingin seudun verkko (HSY),Helsinki Mäkelänkatu,PM10 24h,170
22.03.2021,Helsingin seudun verkko (HSY),Helsinki Töölöntulli,PM10 24h,121
22.03.2021,Porin verkko,Pori Paanakedonkatu,PM10 24h,79
22.03.2021,Tampereen verkko,Tampere Epila 2,PM10 24h,83
22.03.2021,Helsingin seudun verkko (HSY),Vantaa Ruskeasanta 2,PM10 24h,52
22.03.2021,Helsingin seudun verkko (HSY),Vantaa Tikkurila Neilikkatie,PM10 24h,53
19.03.2021,Helsingin seudun verkko (HSY),Espoo Leppävaara Läkkisepänkuja,PM10 24h,64
19.03.2021,Helsingin seudun verkko (HSY),Espoo Matinkylä,PM10 24h,89
19.03.2021,Helsingin seudun verkko (HSY),Helsinki Mannerheimintie,PM10 24h,51
19.03.2021,Helsingin seudun verkko (HSY),Helsinki Mäkelänkatu,PM10 24h,52
19.03.2021,Helsingin seudun verkko (HSY),Helsinki Töölöntulli,PM10 24h,137
19.03.2021,Lahden verkko,Hollola Kansankatu siirrettävä,PM10 24h,76
19.03.2021,Kuopion verkko,Kuopio Maaherrankatu,PM10 24h,70
19.03.2021,Kuopion verkko,Kuopio Savilahti KYS,PM10 24h,68
19.03.2021,Lahden verkko,Lahti Laune Pohjoinen Liipolankatu,PM10 24h,51
19.03.2021,Etelä-Savon verkko,Mikkeli Porrassalmenkatu,PM10 24h,57
19.03.2021,Pietarsaaren seudun verkko,Pietarsaari Bottenviksvägen,PM10 24h,55
19.03.2021,Porin verkko,Pori Paanakedonkatu,PM10 24h,66
19.03.2021,Tampereen verkko,Tampere Epila 2,PM10 24h,83
19.03.2021,Helsingin seudun verkko (HSY),Vantaa Tikkurila Neilikkatie,PM10 24h,67
10.03.2021,Jyväskylän verkko,Jyväskylä Hannikaisenkatu,PM10 24h,60
10.03.2021,Kuopion verkko,Kuopio Maaherrankatu,PM10 24h,65
10.03.2021,Kuopion verkko,Kuopio Savilahti KYS,PM10 24h,92
10.03.2021,Kuopion verkko,Kuopio Tasavallankatu,PM10 24h,56
09.03.2021,Kuopion verkko,Kuopio Savilahti KYS,PM10 24h,58
08.03.2021,Helsingin seudun verkko (HSY),Helsinki Töölöntulli,PM10 24h,91
05.03.2021,Helsingin seudun verkko (HSY),Espoo Leppävaara Läkkisepänkuja,PM10 24h,72
05.03.2021,Helsingin seudun verkko (HSY),Helsinki Mannerheimintie,PM10 24h,79
05.03.2021,Helsingin seudun verkko (HSY),Helsinki Mäkelänkatu,PM10 24h,57
05.03.2021,Helsingin seudun verkko (HSY),Helsinki Töölöntulli,PM10 24h,177
04.03.2021,Porin verkko,Pori Paanakedonkatu,PM10 24h,58
18.02.2021,Kuopion verkko,Kuopio Savilahti KYS,PM10 24h,119
18.02.2021,Kuopion verkko,Kuopio Tasavallankatu,PM10 24h,96
17.02.2021,Kuopion verkko,Kuopio Savilahti KYS,PM10 24h,67
11.02.2021,Helsingin seudun verkko (HSY),Vantaa Ruskeasanta 2,PM10 24h,51
02.02.2021,Jyväskylän verkko,Jyväskylä Palokka 2,PM10 24h,57
22.01.2021,Ilmatieteen laitoksen verkko,Virolahti Koivuniemi Ääpälä,PM2.5 24h,27
22.01.2021,Kotkan verkko,Kotka Kirjastotalo,PM2.5 24h,28
13.01.2021,Jämsän verkko,Jämsä Seppolantie,PM10 24h,62
04.01.2021,Porin verkko,Pori Paanakedonkatu,PM10 24h,67
25.12.2022,Helsingin seudun verkko (HSY),Espoo Leppävaara Läkkisepänkuja,PM2.5 24h,16
25.12.2022,Helsingin seudun verkko (HSY),Helsinki Tapanila,PM2.5 24h,27
25.12.2022,Helsingin seudun verkko (HSY),Helsinki Vartiokylä Huivipolku,PM2.5 24h,19
25.12.2022,Helsingin seudun verkko (HSY),Vantaa Tikkurila Neilikkatie,PM2.5 24h,18
20.12.2022,Helsingin seudun verkko (HSY),Helsinki Mannerheimintie,PM2.5 24h,16
20.12.2022,Helsingin seudun verkko (HSY),Helsinki Mäkelänkatu,PM2.5 24h,16
20.12.2022,Kotkan verkko,Kotka Kirjastotalo,PM2.5 24h,16
17.12.2022,Heinolan verkko,Heinola Tommola,PM2.5 24h,16
16.12.2022,Helsingin seudun verkko (HSY),Espoo Leppävaara Läkkisepänkuja,PM2.5 24h,22
16.12.2022,Helsingin seudun verkko (HSY),Espoo Pohjois-Tapiola 2,PM2.5 24h,18
16.12.2022,Helsingin seudun verkko (HSY),Helsinki Mäkelänkatu,PM2.5 24h,16
16.12.2022,Helsingin seudun verkko (HSY),Helsinki Tapanila,PM2.5 24h,27
16.12.2022,Helsingin seudun verkko (HSY),Helsinki Vartiokylä Huivipolku,PM2.5 24h,16
16.12.2022,Kotkan verkko,Kotka Kirjastotalo,PM2.5 24h,16
16.12.2022,Kouvolan verkko,Kouvola Kankaan Koulu,PM2.5 24h,16
16.12.2022,Helsingin seudun verkko (HSY),Vantaa Hämeenlinnanväylä,PM2.5 24h,23
16.12.2022,Helsingin seudun verkko (HSY),Vantaa Lentoasema,PM2.5 24h,19
16.12.2022,Helsingin seudun verkko (HSY),Vantaa Tikkurila Neilikkatie,PM2.5 24h,28
15.12.2022,Porin verkko,Pori Paanakedonkatu,PM2.5 24h,21
04.12.2022,Helsingin seudun verkko (HSY),Espoo Leppävaara Läkkisepänkuja,PM2.5 24h,18
04.12.2022,Helsingin seudun verkko (HSY),Espoo Pohjois-Tapiola 2,PM2.5 24h,17
04.12.2022,Jyväskylän verkko,Jyväskylä Hannikaisenkatu,PM2.5 24h,16
04.12.2022,Jyväskylän verkko,Jyväskylä Jyskä,PM2.5 24h,17
04.12.2022,Kuopion verkko,Kuopio Maaherrankatu,PM2.5 24h,18
04.12.2022,Kuopion verkko,Kuopio Savilahti KYS,PM2.5 24h,18
04.12.2022,Kuopion verkko,Kuopio Tasavallankatu,PM2.5 24h,17
04.12.2022,Lohjan verkko,Lohja Harjula,PM2.5 24h,16
04.12.2022,,Siilinjärvi Ranta,PM2.5 24h,22
04.12.2022,Kuopion verkko,Siilinjärvi Sorakuja,PM2.5 24h,22
04.12.2022,Helsingin seudun verkko (HSY),Vantaa Lentoasema,PM2.5 24h,16
02.12.2022,Helsingin seudun verkko (HSY),Espoo Leppävaara Läkkisepänkuja,PM2.5 24h,16
02.12.2022,Helsingin seudun verkko (HSY),Helsinki Mannerheimintie,PM2.5 24h,18
02.12.2022,Helsingin seudun verkko (HSY),Helsinki Mäkelänkatu,PM2.5 24h,16
01.12.2022,Etelä-Karjalan verkko,Lappeenranta Ojala-Tuomela,PM2.5 24h,16
01.12.2022,,Siilinjärvi Ranta,PM2.5 24h,18
30.11.2022,Etelä-Karjalan verkko,Lappeenranta Pulp,PM2.5 24h,16
28.11.2022,Tampereen verkko,Tampere Pirkankatu,PM2.5 24h,17
24.11.2022,Pietarsaaren seudun verkko,Pietarsaari Bottenviksvägen,PM10 24h,67
23.11.2022,Pietarsaaren seudun verkko,Pietarsaari Bottenviksvägen,PM10 24h,57
21.11.2022,Kokkolan verkko,Kokkola keskusta Pitkänsillankatu,PM10 24h,60
21.11.2022,Kuopion verkko,Kuopio Tasavallankatu,PM10 24h,68
21.11.2022,Pietarsaaren seudun verkko,Pietarsaari Bottenviksvägen,PM10 24h,87
18.11.2022,Tampereen verkko,Tampere Pirkankatu,PM10 24h,72
16.11.2022,Kemin verkko,Kemi Biotuotetehdas,PM2.5 24h,29
16.11.2022,Kemin verkko,Kemi Biotuotetehdas,PM10 24h,132
31.10.2022,Turun seudun verkko,Turku Kauppatori 2,PM10 24h,81
25.10.2022,Helsingin seudun verkko (HSY),Helsinki Mäkelänkatu,PM2.5 24h,16
25.10.2022,Helsingin seudun verkko (HSY),Helsinki Mäkelänkatu,PM10 24h,80
24.10.2022,Kemin verkko,Kemi Biotuotetehdas,PM2.5 24h,26
24.10.2022,Kemin verkko,Kemi Biotuotetehdas,PM10 24h,142
24.10.2022,Turun seudun verkko,Turku Kauppatori 2,PM10 24h,82
20.10.2022,Kemin verkko,Kemi Biotuotetehdas,PM10 24h,68
16.10.2022,Ilmatieteen laitoksen verkko,Parainen Utö,PM2.5 24h,16
16.10.2022,Helsingin seudun verkko (HSY),Helsinki Tapanila,PM2.5 24h,17
15.10.2022,Ilmatieteen laitoksen verkko,Parainen Utö,PM2.5 24h,26
15.10.2022,Helsingin seudun verkko (HSY),Espoo Leppävaara Läkkisepänkuja,PM2.5 24h,19
15.10.2022,Helsingin seudun verkko (HSY),Espoo Luukki,PM2.5 24h,18
15.10.2022,Helsingin seudun verkko (HSY),Espoo Pohjois-Tapiola 2,PM2.5 24h,17
15.10.2022,Helsingin seudun verkko (HSY),Helsinki Mannerheimintie,PM2.5 24h,17
15.10.2022,Helsingin seudun verkko (HSY),Helsinki Mäkelänkatu,PM2.5 24h,17
15.10.2022,Helsingin seudun verkko (HSY),Helsinki Tapanila,PM2.5 24h,21
15.10.2022,Helsingin seudun verkko (HSY),Helsinki Vartiokylä Huivipolku,PM2.5 24h,17
15.10.2022,Lahden verkko,Lahti Saimaankatu,PM2.5 24h,16
15.10.2022,Lohjan verkko,Lohja Harjula,PM2.5 24h,18
15.10.2022,Turun seudun verkko,Turku Kauppatori 2,PM2.5 24h,17
15.10.2022,Helsingin seudun verkko (HSY),Vantaa Hämeenlinnanväylä,PM2.5 24h,18
15.10.2022,Helsingin seudun verkko (HSY),Vantaa Lentoasema,PM2.5 24h,19
04.10.2022,Kokkolan verkko,Kokkola Ykspihlaja,PM2.5 24h,20
15.09.2022,Turun seudun verkko,Turku Kauppatori 2,PM10 24h,52
14.09.2022,Kotkan verkko,Hamina Satama ratapiha,PM10 24h,75
12.09.2022,Heinolan verkko,Heinola Tommola,PM2.5 24h,32
12.09.2022,Kemin verkko,Kemi Biotuotetehdas,PM2.5 24h,16
12.09.2022,Kemin verkko,Kemi Biotuotetehdas,PM10 24h,134
23.08.2022,Turun seudun verkko,Turku Kauppatori 2,PM10 24h,57
21.08.2022,Ilmatieteen laitoksen verkko,Virolahti Koivuniemi Ääpälä,PM2.5 24h,17
21.08.2022,Helsingin seudun verkko (HSY),Espoo Pohjois-Tapiola 2,PM2.5 24h,16
21.08.2022,Heinolan verkko,Heinola Tommola,PM2.5 24h,17
21.08.2022,Helsingin seudun verkko (HSY),Helsinki Mannerheimintie,PM2.5 24h,16
21.08.2022,Helsingin seudun verkko (HSY),Helsinki Tapanila,PM2.5 24h,16
21.08.2022,Jyväskylän verkko,Jyväskylä Jyskä,PM2.5 24h,16
21.08.2022,Kotkan verkko,Kotka Kirjastotalo,PM2.5 24h,19
21.08.2022,Kuopion verkko,Kuopio Maaherrankatu,PM2.5 24h,18
21.08.2022,Kuopion verkko,Kuopio Niirala,PM2.5 24h,20
21.08.2022,Kuopion verkko,Kuopio Savilahti KYS,PM2.5 24h,19
21.08.2022,Kuopion verkko,Kuopio Tasavallankatu,PM2.5 24h,17
21.08.2022,Lahden verkko,Lahti Saimaankatu,PM2.5 24h,16
21.08.2022,Etelä-Karjalan verkko,Lappeenranta Ojala-Tuomela,PM2.5 24h,16
21.08.2022,Kuopion verkko,Siilinjärvi Sorakuja,PM2.5 24h,18
21.08.2022,Tampereen verkko,Tampere Epila 2,PM2.5 24h,16
21.08.2022,Helsingin seudun verkko (HSY),Vantaa Lentoasema,PM2.5 24h,16
21.08.2022,Helsingin seudun verkko (HSY),Vantaa Tikkurila Neilikkatie,PM2.5 24h,16
21.08.2022,Varkauden verkko,Varkaus Psaari 2,PM2.5 24h,16
20.08.2022,Kotkan verkko,Hamina Satama ratapiha,PM2.5 24h,20
20.08.2022,Heinolan verkko,Heinola Tommola,PM2.5 24h,16
20.08.2022,Helsingin seudun verkko (HSY),Helsinki Mannerheimintie,PM2.5 24h,16
20.08.2022,Kuopion verkko,Kuopio Maaherrankatu,PM2.5 24h,16
20.08.2022,Kuopion verkko,Kuopio Niirala,PM2.5 24h,18
20.08.2022,Kuopion verkko,Kuopio Savilahti KYS,PM2.5 24h,17
20.08.2022,Etelä-Karjalan verkko,Lappeenranta Pulp,PM2.5 24h,21
20.08.2022,Turun seudun verkko,Raisio Ihala,PM2.5 24h,16
20.08.2022,Tampereen verkko,Tampere Pirkankatu,PM2.5 24h,16
20.08.2022,Varkauden verkko,Varkaus Psaari 2,PM2.5 24h,16
20.08.2022,Kotkan verkko,Hamina Satama ratapiha,PM10 24h,51
20.08.2022,Etelä-Karjalan verkko,Lappeenranta Ihalainen 2,PM10 24h,55
19.08.2022,Ilmatieteen laitoksen verkko,Virolahti Koivuniemi Ääpälä,PM2.5 24h,18
19.08.2022,Helsingin seudun verkko (HSY),Espoo Leppävaara Läkkisepänkuja,PM2.5 24h,17
19.08.2022,Helsingin seudun verkko (HSY),Espoo Luukki,PM2.5 24h,16
19.08.2022,Helsingin seudun verkko (HSY),Espoo Pohjois-Tapiola 2,PM2.5 24h,17
19.08.2022,Kotkan verkko,Hamina Satama ratapiha,PM2.5 24h,21
19.08.2022,Heinolan verkko,Heinola Tommola,PM2.5 24h,21
19.08.2022,Heinolan verkko,Heinola Vierumäki,PM2.5 24h,16
19.08.2022,Helsingin seudun verkko (HSY),Helsinki Kallio 2,PM2.5 24h,18
19.08.2022,Helsingin seudun verkko (HSY),Helsinki Mannerheimintie,PM2.5 24h,20
19.08.2022,Helsingin seudun verkko (HSY),Helsinki Mäkelänkatu,PM2.5 24h,16
19.08.2022,Helsingin seudun verkko (HSY),Helsinki Tapanila,PM2.5 24h,17
19.08.2022,Lahden verkko,Hollola Kansankatu siirrettävä,PM2.5 24h,18
19.08.2022,Etelä-Karjalan verkko,Imatra Teppanala,PM2.5 24h,25
19.08.2022,Jyväskylän verkko,Jyväskylä Hannikaisenkatu,PM2.5 24h,20
19.08.2022,Jyväskylän verkko,Jyväskylä Jyskä,PM2.5 24h,23
19.08.2022,Kotkan verkko,Kotka Kirjastotalo,PM2.5 24h,19
19.08.2022,Kouvolan verkko,Kouvola Kankaan Koulu,PM2.5 24h,16
19.08.2022,Kuopion verkko,Kuopio Maaherrankatu,PM2.5 24h,20
19.08.2022,Kuopion verkko,Kuopio Niirala,PM2.5 24h,18
19.08.2022,Kuopion verkko,Kuopio Savilahti KYS,PM2.5 24h,21
19.08.2022,Kuopion verkko,Kuopio Tasavallankatu,PM2.5 24h,19
19.08.2022,Lahden verkko,Lahti Saimaankatu,PM2.5 24h,17
19.08.2022,Etelä-Karjalan verkko,Lappeenranta Ojala-Tuomela,PM2.5 24h,17
19.08.2022,Etelä-Karjalan verkko,Lappeenranta Pulp,PM2.5 24h,22
19.08.2022,Porin verkko,Pori Paanakedonkatu,PM2.5 24h,16
19.08.2022,Turun seudun verkko,Raisio Ihala,PM2.5 24h,17
19.08.2022,Kuopion verkko,Siilinjärvi Sorakuja,PM2.5 24h,18
19.08.2022,Tampereen verkko,Tampere Epila 2,PM2.5 24h,18
19.08.2022,Tampereen verkko,Tampere Kaleva,PM2.5 24h,17
19.08.2022,Tampereen verkko,Tampere Pirkankatu,PM2.5 24h,20
19.08.2022,Turun seudun verkko,Turku Kauppatori 2,PM2.5 24h,17
19.08.2022,Helsingin seudun verkko (HSY),Vantaa Hämeenlinnanväylä,PM2.5 24h,17
19.08.2022,Helsingin seudun verkko (HSY),Vantaa Lentoasema,PM2.5 24h,17
19.08.2022,Helsingin seudun verkko (HSY),Vantaa Tikkurila Neilikkatie,PM2.5 24h,20
19.08.2022,Varkauden verkko,Varkaus Psaari 2,PM2.5 24h,19
19.08.2022,Kotkan verkko,Hamina Satama ratapiha,PM10 24h,57
18.08.2022,Ilmatieteen laitoksen verkko,Virolahti Koivuniemi Ääpälä,PM2.5 24h,22
18.08.2022,Helsingin seudun verkko (HSY),Espoo Leppävaara Läkkisepänkuja,PM2.5 24h,18
18.08.2022,Helsingin seudun verkko (HSY),Espoo Pohjois-Tapiola 2,PM2.5 24h,17
18.08.2022,Kotkan verkko,Hamina Satama ratapiha,PM2.5 24h,19
18.08.2022,Heinolan verkko,Heinola Tommola,PM2.5 24h,17
18.08.2022,Heinolan verkko,Heinola Vierumäki,PM2.5 24h,17
18.08.2022,Helsingin seudun verkko (HSY),Helsinki Kallio 2,PM2.5 24h,18
18.08.2022,Helsingin seudun verkko (HSY),Helsinki Mannerheimintie,PM2.5 24h,21
18.08.2022,Helsingin seudun verkko (HSY),Helsinki Mäkelänkatu,PM2.5 24h,17
18.08.2022,Helsingin seudun verkko (HSY),Helsinki Tapanila,PM2.5 24h,17
18.08.2022,Lahden verkko,Hollola Kansankatu siirrettävä,PM2.5 24h,17
18.08.2022,Etelä-Karjalan verkko,Imatra Teppanala,PM2.5 24h,24
18.08.2022,Kotkan verkko,Kotka Kirjastotalo,PM2.5 24h,23
18.08.2022,Kouvolan verkko,Kouvola Kankaan Koulu,PM2.5 24h,16
18.08.2022,Lahden verkko,Lahti Saimaankatu,PM2.5 24h,18
18.08.2022,Etelä-Karjalan verkko,Lappeenranta Ojala-Tuomela,PM2.5 24h,19
18.08.2022,Etelä-Karjalan verkko,Lappeenranta Pulp,PM2.5 24h,22
18.08.2022,Etelä-Karjalan verkko,Lappeenranta Tirilä Pekkasenkatu,PM2.5 24h,16
18.08.2022,Porin verkko,Pori Paanakedonkatu,PM2.5 24h,16
18.08.2022,Helsingin seudun verkko (HSY),Vantaa Hämeenlinnanväylä,PM2.5 24h,18
18.08.2022,Helsingin seudun verkko (HSY),Vantaa Lentoasema,PM2.5 24h,17
18.08.2022,Helsingin seudun verkko (HSY),Vantaa Tikkurila Neilikkatie,PM2.5 24h,17
17.08.2022,Ilmatieteen laitoksen verkko,Virolahti Koivuniemi Ääpälä,PM2.5 24h,18
17.08.2022,Helsingin seudun verkko (HSY),Espoo Leppävaara Läkkisepänkuja,PM2.5 24h,16
17.08.2022,Kotkan verkko,Hamina Satama ratapiha,PM2.5 24h,18
17.08.2022,Helsingin seudun verkko (HSY),Helsinki Mannerheimintie,PM2.5 24h,17
17.08.2022,Helsingin seudun verkko (HSY),Helsinki Mäkelänkatu,PM2.5 24h,16
17.08.2022,Jyväskylän verkko,Jyväskylä Hannikaisenkatu,PM2.5 24h,16
17.08.2022,Jyväskylän verkko,Jyväskylä Jyskä,PM2.5 24h,17
17.08.2022,Kemin verkko,Kemi Biotuotetehdas,PM2.5 24h,16
17.08.2022,Kotkan verkko,Kotka Kirjastotalo,PM2.5 24h,16
17.08.2022,Kuopion verkko,Kuopio Savilahti KYS,PM2.5 24h,16
17.08.2022,Etelä-Karjalan verkko,Lappeenranta Pulp,PM2.5 24h,16
17.08.2022,Tampereen verkko,Tampere Pirkankatu,PM2.5 24h,16
17.08.2022,Helsingin seudun verkko (HSY),Vantaa Hämeenlinnanväylä,PM2.5 24h,16
17.08.2022,Helsingin seudun verkko (HSY),Vantaa Lentoasema,PM2.5 24h,16
17.08.2022,Kotkan verkko,Hamina Satama ratapiha,PM10 24h,53
16.08.2022,Ilmatieteen laitoksen verkko,Virolahti Koivuniemi Ääpälä,PM2.5 24h,16
16.08.2022,Kotkan verkko,Hamina Satama ratapiha,PM2.5 24h,16
16.08.2022,Helsingin seudun verkko (HSY),Helsinki Mannerheimintie,PM2.5 24h,18
16.08.2022,Kotkan verkko,Kotka Kirjastotalo,PM2.5 24h,19
04.08.2022,Äänekosken verkko,Äänekoski Paloasema,PM10 24h,64
23.07.2022,Ilmatieteen laitoksen verkko,Virolahti Koivuniemi Ääpälä,PM2.5 24h,17
23.07.2022,Kotkan verkko,Kotka Kirjastotalo,PM2.5 24h,16
22.07.2022,Ilmatieteen laitoksen verkko,Virolahti Koivuniemi Ääpälä,PM2.5 24h,17
22.07.2022,Helsingin seudun verkko (HSY),Helsinki Mannerheimintie,PM2.5 24h,18
22.07.2022,Helsingin seudun verkko (HSY),Vantaa Tikkurila Neilikkatie,PM2.5 24h,16
22.07.2022,Ilmatieteen laitoksen verkko,Virolahti Koivuniemi Ääpälä,PM10 24h,67
13.07.2022,Helsingin seudun verkko (HSY),Helsinki Mäkelänkatu,PM10 24h,52
02.07.2022,Ilmatieteen laitoksen verkko,Virolahti Koivuniemi Ääpälä,PM2.5 24h,18
02.07.2022,Heinolan verkko,Heinola Tommola,PM2.5 24h,19
02.07.2022,Kemin verkko,Kemi Biotuotetehdas,PM2.5 24h,18
02.07.2022,Kotkan verkko,Kotka Kirjastotalo,PM2.5 24h,17
02.07.2022,Kouvolan verkko,Kouvola Kankaan Koulu,PM2.5 24h,19
01.07.2022,Kotkan verkko,Hamina Satama ratapiha,PM2.5 24h,18
01.07.2022,Kemin verkko,Kemi Biotuotetehdas,PM2.5 24h,24
01.07.2022,Ilmatieteen laitoksen verkko,Virolahti Koivuniemi Ääpälä,PM10 24h,61
01.07.2022,Kemin verkko,Kemi Biotuotetehdas,PM10 24h,56
30.06.2022,Kotkan verkko,Hamina Satama ratapiha,PM2.5 24h,16
30.06.2022,Kemin verkko,Kemi Biotuotetehdas,PM2.5 24h,17
30.06.2022,Porin verkko,Pori Paanakedonkatu,PM2.5 24h,16
30.06.2022,Kemin verkko,Kemi Biotuotetehdas,PM10 24h,57
29.06.2022,Harjavallan verkko,Harjavalta Kaleva,PM2.5 24h,16
29.06.2022,Porin verkko,Pori Paanakedonkatu,PM2.5 24h,17
29.06.2022,Turun seudun verkko,Turku Kauppatori väliaikainen,PM2.5 24h,16
28.06.2022,Helsingin seudun verkko (HSY),Espoo Leppävaara Läkkisepänkuja,PM2.5 24h,19
28.06.2022,Helsingin seudun verkko (HSY),Espoo Luukki,PM2.5 24h,16
28.06.2022,Helsingin seudun verkko (HSY),Espoo Pohjois-Tapiola 2,PM2.5 24h,17
28.06.2022,Kotkan verkko,Hamina Satama ratapiha,PM2.5 24h,21
28.06.2022,Harjavallan verkko,Harjavalta Kaleva,PM2.5 24h,19
28.06.2022,Harjavallan verkko,Harjavalta Pirkkala,PM2.5 24h,17
28.06.2022,Heinolan verkko,Heinola Tommola,PM2.5 24h,16
28.06.2022,Heinolan verkko,Heinola Vierumäki,PM2.5 24h,16
